"","Plant.ID","Pop","Block","X","Flowering_Date","Leaf_Toughness","Water_Content","Growth_Rate","Bolt_Date","SLA","Above_mass","Below_mass","Num_Trichomes","Leaf_Herb_Sept","bug","Hight","Leaf_herb_July","S.florida","M.brevivatella","Fruit_no_damage","Fruit_correction","Seeds_per_fruit","Seeds","Latitude","Longitude","Distance","MAT","MSP","CMD","RH","MAT_Distance","MSP_Distance","CMD_Distance","RH_Distance"
"503",581,792,1,"",214,95,77.30943152,0.113033377,NA,54.57944145,85.3,7,96,1.4,6,125,0.2,0,0,223,1,253.34948192,56497,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8
"504",582,792,2,"",222,90,73.23420074,0.074036269,134,45.8225299,26,2.4,121,1.9,10,NA,0.8,10,0,97,1,237.43159296,23031,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8
"505",583,792,2,"",210,110,NA,0.084509804,135,NA,128.1,10.3,NA,NA,28,137,1,0,0,366,1,213.395984,78103,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8
"506",584,792,4,"",210,120,72.85223368,0.065321251,133,46.28156526,18,0.8,55,1.3,12,100,0.9,0,0,69,1,194.33717116,13409,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8
"507",585,792,5,"",NA,NA,NA,0.117855316,131,47.14274685,8.9,2.4,41,NA,8,NA,NA,NA,NA,0,0,0,0,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8
"508",587,798,4,"",NA,65,NA,NA,NA,NA,0.1,0.1,NA,1,0,0,4.5,NA,NA,0,0,0,0,46.592441,-90.883789,933,4.9,459,145,58,-3,3,24,-11
"509",588,803,5,"1",NA,125,64.18181818,0.022011407,142,48.21351519,9.6,NA,24,0.4,0,64,0.3,NA,NA,0,0,0,0,30.39604,-88.885307,1722,19.8,718,106,71,11.9,262,-15,2
"510",589,803,5,"3",288,110,64.62585034,0.047712125,152,40.27682885,1.6,NA,135,0.8,2,79,1.5,NA,NA,0,0,0,0,30.39604,-88.885307,1722,19.8,718,106,71,11.9,262,-15,2
"511",590,806,2,"1",208,90,73.94067797,0.069897,136,47.8318004,26.5,2.4,164,0.3,3,109,1.3,6,0,65,1,233.34043916,15167,39.165485,-86.52668,793,11.9,523,196,61,4,67,75,-8
"512",591,824,1,"",248,50,79.09516381,NA,161,104.8595678,6.6,0.4,80,0.5,0,76,0.7,1,0,12,1,146.15032,1754,36.865762,-87.488556,1041,14.2,499,289,60,6.3,43,168,-9
"513",592,825,3,"1",231,175,71.08571429,0.093899782,133,39.84769977,10.9,1.4,126,6.9,14,83,0.3,2,0,17,1,346.3334816,5888,41.878002,-93.097702,1130,9.1,531,151,60,1.2,75,30,-9
"514",593,831,1,"",231,85,71.6904277,0.08646125,132,48.75221369,132.2,13.2,151,1.4,12,141,1.3,0,1,334.82,1,171.35055616,57372,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"515",594,831,2,"",238,120,73.99080225,0.060205999,135,68.2361566,12,1.6,109,1.5,3,60,2.6,0,0,6,1,85.3436576,512,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"516",595,837,1,"",264,125,73.94514768,0.063616167,NA,62.13593058,11.3,1.5,80,2.4,2,107,0.2,1,0,22,1,192.46611592,4234,37.083389,-88.600044,1086,14.1,491,262,63,6.2,35,141,-6
"517",597,837,3,"",236,130,74.85789244,0.106026945,132,59.86266482,70.7,8.1,92,1.8,11,156,0.1,0,0,55,1,193.8452336,10661,37.083389,-88.600044,1086,14.1,491,262,63,6.2,35,141,-6
"518",598,837,4,"",270,200,77.56457565,0.075257499,NA,84.17986736,8.4,0.8,108,0.6,0,94,0.1,0,0,11,1,93.9417304,1033,37.083389,-88.600044,1086,14.1,491,262,63,6.2,35,141,-6
"519",599,837,5,"",254,135,76.67713389,0.095424251,134,55.94004006,65.9,6.5,35,0.9,8,157,0.1,0,0,66,1,156.5794,10334,37.083389,-88.600044,1086,14.1,491,262,63,6.2,35,141,-6
"520",601,851,2,"",NA,120,76.59906396,NA,NA,77.60851408,0.2,NA,62,1.7,NA,NA,1.8,NA,NA,0,0,0,0,46.137636,-62.551315,1356,5.9,422,87,70,-2,-34,-34,1
"521",602,851,3,"3",NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0,0,7,NA,NA,0,0,0,0,46.137636,-62.551315,1356,5.9,422,87,70,-2,-34,-34,1
"522",603,851,5,"",NA,120,80.92068774,NA,NA,82.58655757,0.3,NA,140,1.428571429,0,0,4.5,NA,NA,0,0,0,0,46.137636,-62.551315,1356,5.9,422,87,70,-2,-34,-34,1
"523",604,864,2,"",199,75,74.8534202,0.092941893,135,55.11566053,3.9,0.5,104,0.8,9,183,0,0,2,22.64,1,262.874,5951,45.412512,-84.612534,430,6.2,390,264,58,-1.7,-66,143,-11
"524",606,880,4,"1",193,165,78.50526988,0.069897,136,49.21041118,27.7,NA,82,19.2,9,91,5.3,8,1,47.82,1,320.40965928,15322,48.182659,-67.148071,1062,2.5,465,70,60,-5.4,9,-51,-9
"525",607,888,1,"",208,105,77.07889126,0.139794001,132,72.72205208,26.1,NA,99,1.1,5,70,4.7,12,0,65,1,231.998704,15080,44.33782,-72.756264,544,5.6,524,82,59,-2.3,68,-39,-10
"526",609,890,4,"1",203,140,73.51664255,0.058337418,136,35.20386206,11.9,1.5,76,1.3,13,87,1.4,0,0,46,1,208.54107484,9593,36.615425,-81.600121,841,9.1,610,17,64,1.2,154,-104,-5
"527",610,891,3,"1",276,110,73.92405063,0.095424251,133,61.89110816,1.9,NA,225,1.8,0,53,0.7,NA,NA,0,0,0,0,35.696051,-82.065384,950,14.3,581,209,57,6.4,125,88,-12
"528",611,891,3,"2",241,125,71.99816682,0.065321251,150,41.12032264,17.3,2.1,213,8.3,14,110,1.3,13,0,20,1,217.8019674,4356,35.696051,-82.065384,950,14.3,581,209,57,6.4,125,88,-12
"529",612,891,4,"",206,80,66.62387677,0.060205999,137,NA,15.2,1,204,0.7,4,106,3.8,0,0,64,1,205.86454792,13175,35.696051,-82.065384,950,14.3,581,209,57,6.4,125,88,-12
"530",613,892,3,"",207,110,74.26379609,0.082262521,131,54.69346536,33.4,3.5,79,8,18,104,0.2,0,0,55,1,254.515824,13998,42.963947,-78.737808,135,8.7,443,135,69,0.799999999999999,-13,14,0
"531",614,893,1,"",205,130,76.05300521,0.033447777,129,47.42742527,131,11.3,180,1.7,12,95,0.5,3,0,90,1,261.79492108,23562,45.504651,-73.597115,499,6,437,147,61,-1.9,-19,26,-8
"532",616,893,4,"",219,60,70.67137809,0.060205999,134,42.11250201,15.2,1.5,148,24.44444444,5,100,0.6,2,0,16,1,245.936065,3935,45.504651,-73.597115,499,6,437,147,61,-1.9,-19,26,-8
"533",617,893,5,"",NA,NA,74.41553295,0.100343332,132,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,0,0,45.504651,-73.597115,499,6,437,147,61,-1.9,-19,26,-8
"534",618,908,1,"",204,100,79.18705307,0.10326877,130,49.42719714,100.7,NA,110,1.2,12,153,0.3,64,0,188,1,232.16926,43648,42.02335,-93.625626,1168,9.2,532,145,60,1.3,76,24,-9
"535",619,908,2,"",209,135,70.88859416,0.117855316,130,49.77174667,36.4,2.2,51,1.4,3,0,0.6,0,0,61,1,284.37203392,17347,42.02335,-93.625626,1168,9.2,532,145,60,1.3,76,24,-9
"536",620,908,3,"",220,115,69.07001045,0.082262521,131,42.66149715,9.8,0.7,160,1,9,91,0.3,5,0,27,1,248.69150436,6715,42.02335,-93.625626,1168,9.2,532,145,60,1.3,76,24,-9
"537",621,908,4,"",220,150,68.95943563,0.108635956,131,36.54714577,6.5,0.7,155,0.8,3,82,0.1,4,0,19,1,174.44093768,3314,42.02335,-93.625626,1168,9.2,532,145,60,1.3,76,24,-9
"538",622,914,1,"",200,100,77.35129639,0.106026945,131,59.32010291,86.7,0.1,270,3.5,4,120,0.4,70,2,160.64,1,181.1419804,29099,44.355899,-72.446144,569,4.8,506,86,57,-3.1,50,-35,-12
"539",624,914,2,"",199,165,81.02030948,0.113465478,134,59.40984588,91.9,9.3,14,1.1,3,145,0.9,52,18,187.76,1,322.6507092,60581,44.355899,-72.446144,569,4.8,506,86,57,-3.1,50,-35,-12
"540",625,914,3,"",209,120,75.3968254,0.082262521,131,68.47412053,18.5,1.3,89,2.8,0,88,0.7,23,0,30,1,269.5330468,8086,44.355899,-72.446144,569,4.8,506,86,57,-3.1,50,-35,-12
"541",626,914,4,"",204,170,71.30434783,0.10326877,132,43.65748541,17.1,1.6,97,1.2,12,89,NA,11,4,44.28,1,275.36746,12193,44.355899,-72.446144,569,4.8,506,86,57,-3.1,50,-35,-12
"542",628,915,2,"",185,70,77.76475758,NA,NA,48.06598302,23.4,2,29,0.4,NA,NA,1,0,21,55.22,1,302.155936,16685,44.466992,-73.170837,511,6.7,453,130,63,-1.2,-3,9,-6
"543",629,915,3,"",NA,135,75.4714544,NA,NA,50.67084919,6.3,2.7,102,0.8,0,0,2.3,NA,NA,0,0,0,0,44.466992,-73.170837,511,6.7,453,130,63,-1.2,-3,9,-6
"544",631,915,5,"",188,90,47.6366517,0.129040889,131,59.0969272,16.4,1.5,99,2.4,9,106,0.5,0,11,46.02,1,219.45942688,10100,44.466992,-73.170837,511,6.7,453,130,63,-1.2,-3,9,-6
"545",632,6,1,"",NA,85,NA,NA,NA,NA,1.4,NA,NA,7,0,0,3.5,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"546",633,6,2,"",NA,105,80.18468642,NA,NA,84.36070489,0.3,NA,516,1.666666667,0,0,0,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"547",634,6,3,"",NA,110,75.78975312,NA,NA,54.01637981,2.9,0.2,132,0.1,0,0,0.8,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"548",635,6,4,"",NA,115,81.74386921,NA,NA,NA,0.5,0.1,156,4.111111111,0,0,0.8,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"549",636,6,5,"",NA,60,NA,0.100343332,NA,NA,0.1,NA,NA,26.25,9,80,NA,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"550",637,8,1,"",195,110,81.65230613,0.117855316,130,65.61388158,8,1,57,1.2,20,NA,0.5,9,5,38.1,1,113.52254712,4325,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"551",638,8,2,"",186,85,77.09011944,0.08646125,131,53.28345743,7.1,1,37,1.9,9,0,0.3,6,16,43.12,1,219.70297712,9474,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"552",639,8,3,"",200,130,73.04347826,NA,132,63.95750509,NA,NA,146,8.5,9,NA,0.571428571,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"553",640,8,4,"",NA,150,67.54385965,0.117855316,NA,35.944996,NA,NA,245,1.2,3,NA,2.9,NA,NA,0,0,0,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"554",641,8,5,"",194,105,70.91722595,0.107918125,130,35.944996,2.5,0.1,128,0.8,9,97,3.125,0,0,88,1,-2.96501999999998,0,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"555",642,9,1,"",207,110,80.12085851,0.1161368,134,96.72391164,42.8,NA,61,0.9,1,124,5.2,31,5,108.1,1,293.13055984,31687,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"556",643,9,2,"",200,115,72.66907589,0.084509804,135,41.93263014,59.2,NA,8,3.4,14,81,0.1,33,12,184.84,1,246.4708,45558,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"557",644,9,3,"",215,160,68.58137511,NA,136,42.24842187,8.4,0.7,94,1.9,NA,NA,0.6,0,0,28,1,202.86527872,5680,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
"558",645,9,5,"",209,100,75.87253414,0.084509804,134,NA,11.5,0.9,59,7,4,63,0.6,0,0,30,1,219.44921216,6583,42.470627,-76.523911,300,8.9,417,224,62,1,-39,103,-7
